date,id_produit,nom_produit,type_produit,type_operation,type_sortie,quantite,unite,id_lot,id_arrivage,id_fournisseur,nom_fournisseur,date_expiration,stock_theorique,temperature_stockage
2024-10-01,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,19.68,kg,3591,3591,10,Maraîcher Local,2024-10-08,115.12,7.7
2024-10-01,11,Oeufs,Aliment,SORTIE,CONSOMMATION,70.45,unité,3569,3569,11,Ferme Avicole,2024-10-12,564.6400000000004,5.4
2024-10-01,12,Riz,Aliment,SORTIE,CONSOMMATION,14.56,kg,3593,3593,14,Épicerie Grossiste,2025-05-05,251.04999999999976,6.1
2024-10-01,13,Pâtes,Aliment,SORTIE,CONSOMMATION,11.3,kg,3546,3546,14,Épicerie Grossiste,2025-05-13,188.17000000000004,7.3
2024-10-01,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,3.9,L,3595,3595,14,Épicerie Grossiste,2025-08-05,59.0899999999999,5.5
2024-10-01,15,Farine,Aliment,SORTIE,CONSOMMATION,6.16,kg,3547,3547,15,Minoterie Régionale,2024-12-31,126.64000000000001,5.8
2024-10-01,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,2.48,L,3548,3548,18,Hygiène Pro,2026-07-20,50.39999999999993,
2024-10-01,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,4.12,L,3549,3549,18,Hygiène Pro,2026-09-06,48.429999999999936,
2024-10-01,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,5.33,L,3597,3597,18,Hygiène Pro,2026-01-09,159.34,
2024-10-02,1,Poulet frais,Aliment,SORTIE,DESTRUCTION,8.32,kg,3598,3598,1,Volailles Dupont,2024-10-02,21.68,5.3
2024-10-02,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,11.88,kg,3603,3603,1,Volailles Dupont,2024-10-04,9.799999999999999,2.8
2024-10-02,1,Poulet frais,Aliment,ENTREE,,20.2,kg,3605,3605,1,Volailles Dupont,2024-10-05,30.0,2.0
2024-10-02,2,Poisson blanc,Aliment,SORTIE,DESTRUCTION,12.39,kg,3600,3600,2,Poissonnerie Martin,2024-10-02,0.0,6.3
2024-10-02,2,Poisson blanc,Aliment,ENTREE,,20.0,kg,3606,3606,2,Poissonnerie Martin,2024-10-04,20.0,3.6
2024-10-02,3,Pain frais,Aliment,SORTIE,CONSOMMATION,15.64,kg,3604,3604,3,Boulangerie Moderne,2024-10-03,24.36,5.9
2024-10-02,4,Lait entier,Aliment,SORTIE,DESTRUCTION,38.01999999999999,L,3583,3583,7,Laiterie Régionale,2024-10-02,0.0,6.9
2024-10-02,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,10.19,kg,3589,3589,7,Laiterie Régionale,2024-10-08,46.6,2.3
2024-10-02,6,Fromage frais,Aliment,SORTIE,DESTRUCTION,5.880000000000002,kg,3584,3584,6,Fromagerie du Mont,2024-10-02,21.0,3.4
2024-10-02,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,5.6,kg,3601,3601,6,Fromagerie du Mont,2024-10-07,15.4,2.5
2024-10-02,7,Beurre,Aliment,SORTIE,CONSOMMATION,3.07,kg,3590,3590,7,Laiterie Régionale,2024-10-25,24.52000000000002,7.5
2024-10-02,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,9.8,kg,3602,3602,8,Boucherie Centrale,2024-10-05,11.489999999999998,5.6
2024-10-02,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,15.16,kg,3591,3591,10,Maraîcher Local,2024-10-08,99.96000000000001,6.6
2024-10-02,11,Oeufs,Aliment,SORTIE,CONSOMMATION,4.640000000000427,unité,3569,3569,11,Ferme Avicole,2024-10-12,560.0,4.0
2024-10-02,11,Oeufs,Aliment,SORTIE,CONSOMMATION,47.64999999999957,unité,3592,3592,11,Ferme Avicole,2024-10-24,512.3500000000005,3.7
2024-10-02,12,Riz,Aliment,SORTIE,CONSOMMATION,12.9,kg,3593,3593,14,Épicerie Grossiste,2025-05-05,238.14999999999975,7.0
2024-10-02,13,Pâtes,Aliment,SORTIE,CONSOMMATION,8.55,kg,3546,3546,14,Épicerie Grossiste,2025-05-13,179.62000000000006,2.1
2024-10-02,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,3.08,L,3595,3595,14,Épicerie Grossiste,2025-08-05,56.0099999999999,3.1
2024-10-02,15,Farine,Aliment,SORTIE,CONSOMMATION,6.14,kg,3547,3547,15,Minoterie Régionale,2024-12-31,120.50000000000001,3.9
2024-10-02,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,3.25,L,3548,3548,18,Hygiène Pro,2026-07-20,47.14999999999993,
2024-10-02,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,3.34,L,3549,3549,18,Hygiène Pro,2026-09-06,45.08999999999993,
2024-10-02,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,5.94,L,3597,3597,18,Hygiène Pro,2026-01-09,153.4,
2024-10-03,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,9.67,kg,3603,3603,1,Volailles Dupont,2024-10-04,20.33,2.2
2024-10-03,2,Poisson blanc,Aliment,SORTIE,CONSOMMATION,5.48,kg,3606,3606,2,Poissonnerie Martin,2024-10-04,14.52,2.6
2024-10-03,3,Pain frais,Aliment,SORTIE,DESTRUCTION,24.36,kg,3604,3604,3,Boulangerie Moderne,2024-10-03,0.0,6.5
2024-10-03,3,Pain frais,Aliment,ENTREE,,40.0,kg,3607,3607,3,Boulangerie Moderne,2024-10-05,40.0,4.8
2024-10-03,4,Lait entier,Aliment,ENTREE,,105.0,L,3608,3608,7,Laiterie Régionale,2024-10-10,105.0,4.6
2024-10-03,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,8.19,kg,3589,3589,7,Laiterie Régionale,2024-10-08,38.410000000000004,4.2
2024-10-03,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,5.56,kg,3601,3601,6,Fromagerie du Mont,2024-10-07,9.84,4.2
2024-10-03,6,Fromage frais,Aliment,ENTREE,,21.0,kg,3609,3609,6,Fromagerie du Mont,2024-10-08,30.84,5.9
2024-10-03,7,Beurre,Aliment,SORTIE,CONSOMMATION,3.5,kg,3590,3590,7,Laiterie Régionale,2024-10-25,21.02000000000002,2.4
2024-10-03,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,6.38,kg,3602,3602,8,Boucherie Centrale,2024-10-05,5.1099999999999985,7.4
2024-10-03,8,Viande de boeuf,Aliment,ENTREE,,34.89,kg,3610,3610,8,Boucherie Centrale,2024-10-08,40.0,3.6
2024-10-03,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,24.15,kg,3591,3591,10,Maraîcher Local,2024-10-08,75.81,7.5
2024-10-03,11,Oeufs,Aliment,SORTIE,CONSOMMATION,71.73,unité,3592,3592,11,Ferme Avicole,2024-10-24,440.62000000000046,5.1
2024-10-03,12,Riz,Aliment,SORTIE,CONSOMMATION,14.08,kg,3593,3593,14,Épicerie Grossiste,2025-05-05,224.06999999999974,3.0
2024-10-03,13,Pâtes,Aliment,SORTIE,CONSOMMATION,11.49,kg,3546,3546,14,Épicerie Grossiste,2025-05-13,168.13000000000005,2.0
2024-10-03,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,4.95,L,3595,3595,14,Épicerie Grossiste,2025-08-05,51.059999999999896,5.1
2024-10-03,15,Farine,Aliment,SORTIE,CONSOMMATION,7.29,kg,3547,3547,15,Minoterie Régionale,2024-12-31,113.21000000000002,6.3
2024-10-03,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,3.22,L,3548,3548,18,Hygiène Pro,2026-07-20,43.92999999999993,
2024-10-03,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,4.1,L,3549,3549,18,Hygiène Pro,2026-09-06,40.98999999999993,
2024-10-03,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,5.54,L,3597,3597,18,Hygiène Pro,2026-01-09,147.86,
2024-10-04,1,Poulet frais,Aliment,SORTIE,DESTRUCTION,0.129999999999999,kg,3603,3603,1,Volailles Dupont,2024-10-04,20.2,7.0
2024-10-04,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,10.75,kg,3605,3605,1,Volailles Dupont,2024-10-05,9.45,3.9
2024-10-04,1,Poulet frais,Aliment,ENTREE,,20.55,kg,3611,3611,1,Volailles Dupont,2024-10-07,30.0,6.2
2024-10-04,2,Poisson blanc,Aliment,SORTIE,DESTRUCTION,14.52,kg,3606,3606,2,Poissonnerie Martin,2024-10-04,0.0,6.8
2024-10-04,2,Poisson blanc,Aliment,ENTREE,,20.0,kg,3612,3612,2,Poissonnerie Martin,2024-10-06,20.0,2.6
2024-10-04,3,Pain frais,Aliment,SORTIE,CONSOMMATION,17.34,kg,3607,3607,3,Boulangerie Moderne,2024-10-05,22.66,4.5
2024-10-04,4,Lait entier,Aliment,SORTIE,CONSOMMATION,32.24,L,3608,3608,7,Laiterie Régionale,2024-10-10,72.75999999999999,3.5
2024-10-04,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,9.98,kg,3589,3589,7,Laiterie Régionale,2024-10-08,28.430000000000003,6.6
2024-10-04,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,5.3,kg,3601,3601,6,Fromagerie du Mont,2024-10-07,25.54,3.0
2024-10-04,7,Beurre,Aliment,SORTIE,CONSOMMATION,3.82,kg,3590,3590,7,Laiterie Régionale,2024-10-25,17.20000000000002,7.3
2024-10-04,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,5.1099999999999985,kg,3602,3602,8,Boucherie Centrale,2024-10-05,34.89,2.2
2024-10-04,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,2.910000000000001,kg,3610,3610,8,Boucherie Centrale,2024-10-08,31.98,5.9
2024-10-04,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,22.49,kg,3591,3591,10,Maraîcher Local,2024-10-08,53.32000000000001,6.3
2024-10-04,11,Oeufs,Aliment,SORTIE,CONSOMMATION,76.23,unité,3592,3592,11,Ferme Avicole,2024-10-24,364.39000000000044,4.3
2024-10-04,12,Riz,Aliment,SORTIE,CONSOMMATION,14.41,kg,3593,3593,14,Épicerie Grossiste,2025-05-05,209.65999999999974,5.7
2024-10-04,13,Pâtes,Aliment,SORTIE,CONSOMMATION,0.13000000000005407,kg,3546,3546,14,Épicerie Grossiste,2025-05-13,168.0,3.7
2024-10-04,13,Pâtes,Aliment,SORTIE,CONSOMMATION,8.779999999999946,kg,3594,3594,14,Épicerie Grossiste,2025-06-12,159.22000000000006,4.8
2024-10-04,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,4.79,L,3595,3595,14,Épicerie Grossiste,2025-08-05,46.2699999999999,7.0
2024-10-04,15,Farine,Aliment,SORTIE,CONSOMMATION,1.2100000000000177,kg,3547,3547,15,Minoterie Régionale,2024-12-31,112.0,3.8
2024-10-04,15,Farine,Aliment,SORTIE,CONSOMMATION,4.809999999999982,kg,3596,3596,15,Minoterie Régionale,2025-02-02,107.19000000000001,5.1
2024-10-04,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,2.62,L,3548,3548,18,Hygiène Pro,2026-07-20,41.30999999999993,
2024-10-04,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,5.18,L,3549,3549,18,Hygiène Pro,2026-09-06,35.80999999999993,
2024-10-04,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,5.91,L,3597,3597,18,Hygiène Pro,2026-01-09,141.95000000000002,
2024-10-05,1,Poulet frais,Aliment,SORTIE,DESTRUCTION,9.45,kg,3605,3605,1,Volailles Dupont,2024-10-05,20.55,2.6
2024-10-05,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,5.75,kg,3611,3611,1,Volailles Dupont,2024-10-07,14.8,7.9
2024-10-05,1,Poulet frais,Aliment,ENTREE,,15.2,kg,3613,3613,1,Volailles Dupont,2024-10-07,30.0,6.2
2024-10-05,2,Poisson blanc,Aliment,SORTIE,CONSOMMATION,4.28,kg,3612,3612,2,Poissonnerie Martin,2024-10-06,15.719999999999999,4.3
2024-10-05,3,Pain frais,Aliment,SORTIE,DESTRUCTION,22.66,kg,3607,3607,3,Boulangerie Moderne,2024-10-05,0.0,3.1
2024-10-05,3,Pain frais,Aliment,ENTREE,,40.0,kg,3614,3614,3,Boulangerie Moderne,2024-10-06,40.0,5.9
2024-10-05,4,Lait entier,Aliment,SORTIE,CONSOMMATION,19.79,L,3608,3608,7,Laiterie Régionale,2024-10-10,52.96999999999999,5.9
2024-10-05,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,7.36,kg,3589,3589,7,Laiterie Régionale,2024-10-08,21.070000000000004,6.1
2024-10-05,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,4.19,kg,3601,3601,6,Fromagerie du Mont,2024-10-07,21.35,4.2
2024-10-05,7,Beurre,Aliment,SORTIE,CONSOMMATION,3.13,kg,3590,3590,7,Laiterie Régionale,2024-10-25,14.070000000000022,7.9
2024-10-05,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,6.71,kg,3610,3610,8,Boucherie Centrale,2024-10-08,25.27,5.2
2024-10-05,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,11.67,kg,3591,3591,10,Maraîcher Local,2024-10-08,41.650000000000006,7.4
2024-10-05,11,Oeufs,Aliment,SORTIE,CONSOMMATION,41.7,unité,3592,3592,11,Ferme Avicole,2024-10-24,322.69000000000045,6.6
2024-10-05,12,Riz,Aliment,SORTIE,CONSOMMATION,8.51,kg,3593,3593,14,Épicerie Grossiste,2025-05-05,201.14999999999975,4.8
2024-10-05,13,Pâtes,Aliment,SORTIE,CONSOMMATION,7.6,kg,3594,3594,14,Épicerie Grossiste,2025-06-12,151.62000000000006,5.0
2024-10-05,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,2.12,L,3595,3595,14,Épicerie Grossiste,2025-08-05,44.1499999999999,3.8
2024-10-05,15,Farine,Aliment,SORTIE,CONSOMMATION,4.16,kg,3596,3596,15,Minoterie Régionale,2025-02-02,103.03000000000002,2.9
2024-10-05,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,2.49,L,3548,3548,18,Hygiène Pro,2026-07-20,38.81999999999993,
2024-10-05,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,3.51,L,3549,3549,18,Hygiène Pro,2026-09-06,32.29999999999993,
2024-10-05,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,5.04,L,3597,3597,18,Hygiène Pro,2026-01-09,136.91,
2024-10-06,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,7.87,kg,3611,3611,1,Volailles Dupont,2024-10-07,22.13,4.3
2024-10-06,2,Poisson blanc,Aliment,SORTIE,DESTRUCTION,15.719999999999999,kg,3612,3612,2,Poissonnerie Martin,2024-10-06,0.0,4.2
2024-10-06,2,Poisson blanc,Aliment,ENTREE,,20.0,kg,3615,3615,2,Poissonnerie Martin,2024-10-08,20.0,5.4
2024-10-06,3,Pain frais,Aliment,SORTIE,DESTRUCTION,40.0,kg,3614,3614,3,Boulangerie Moderne,2024-10-06,0.0,4.5
2024-10-06,3,Pain frais,Aliment,ENTREE,,40.0,kg,3616,3616,3,Boulangerie Moderne,2024-10-07,40.0,7.6
2024-10-06,4,Lait entier,Aliment,SORTIE,CONSOMMATION,20.58,L,3608,3608,7,Laiterie Régionale,2024-10-10,32.38999999999999,7.6
2024-10-06,4,Lait entier,Aliment,ENTREE,,105.0,L,3617,3617,7,Laiterie Régionale,2024-10-11,137.39,2.8
2024-10-06,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,8.35,kg,3589,3589,7,Laiterie Régionale,2024-10-08,12.720000000000004,6.3
2024-10-06,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,0.34999999999999964,kg,3601,3601,6,Fromagerie du Mont,2024-10-07,21.0,3.3
2024-10-06,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,3.6500000000000004,kg,3609,3609,6,Fromagerie du Mont,2024-10-08,17.35,4.8
2024-10-06,7,Beurre,Aliment,SORTIE,CONSOMMATION,2.38,kg,3590,3590,7,Laiterie Régionale,2024-10-25,11.690000000000023,4.7
2024-10-06,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,5.02,kg,3610,3610,8,Boucherie Centrale,2024-10-08,20.25,5.0
2024-10-06,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,16.97,kg,3591,3591,10,Maraîcher Local,2024-10-08,24.680000000000007,5.5
2024-10-06,11,Oeufs,Aliment,SORTIE,CONSOMMATION,38.75,unité,3592,3592,11,Ferme Avicole,2024-10-24,283.94000000000045,7.9
2024-10-06,12,Riz,Aliment,SORTIE,CONSOMMATION,7.29,kg,3593,3593,14,Épicerie Grossiste,2025-05-05,193.85999999999973,7.3
2024-10-06,13,Pâtes,Aliment,SORTIE,CONSOMMATION,8.07,kg,3594,3594,14,Épicerie Grossiste,2025-06-12,143.55000000000007,3.4
2024-10-06,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,3.38,L,3595,3595,14,Épicerie Grossiste,2025-08-05,40.7699999999999,6.1
2024-10-06,15,Farine,Aliment,SORTIE,CONSOMMATION,4.08,kg,3596,3596,15,Minoterie Régionale,2025-02-02,98.95000000000002,5.4
2024-10-06,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,1.93,L,3548,3548,18,Hygiène Pro,2026-07-20,36.88999999999993,
2024-10-06,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,3.49,L,3549,3549,18,Hygiène Pro,2026-09-06,28.80999999999993,
2024-10-06,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,4.19,L,3597,3597,18,Hygiène Pro,2026-01-09,132.72,
2024-10-07,1,Poulet frais,Aliment,SORTIE,DESTRUCTION,6.930000000000001,kg,3611,3611,1,Volailles Dupont,2024-10-07,15.2,2.2
2024-10-07,1,Poulet frais,Aliment,SORTIE,DESTRUCTION,15.2,kg,3613,3613,1,Volailles Dupont,2024-10-07,0.0,6.9
2024-10-07,1,Poulet frais,Aliment,ENTREE,,30.0,kg,3618,3618,1,Volailles Dupont,2024-10-10,30.0,3.9
2024-10-07,2,Poisson blanc,Aliment,SORTIE,CONSOMMATION,5.32,kg,3615,3615,2,Poissonnerie Martin,2024-10-08,14.68,3.6
2024-10-07,3,Pain frais,Aliment,SORTIE,DESTRUCTION,40.0,kg,3616,3616,3,Boulangerie Moderne,2024-10-07,0.0,6.8
2024-10-07,3,Pain frais,Aliment,ENTREE,,40.0,kg,3619,3619,3,Boulangerie Moderne,2024-10-09,40.0,2.3
2024-10-07,4,Lait entier,Aliment,SORTIE,CONSOMMATION,27.08,L,3608,3608,7,Laiterie Régionale,2024-10-10,110.31,7.3
2024-10-07,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,9.14,kg,3589,3589,7,Laiterie Régionale,2024-10-08,3.5800000000000036,3.7
2024-10-07,5,Yaourt nature,Aliment,ENTREE,,84.0,kg,3620,3620,7,Laiterie Régionale,2024-10-20,87.58,7.9
2024-10-07,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,4.34,kg,3609,3609,6,Fromagerie du Mont,2024-10-08,13.010000000000002,5.5
2024-10-07,7,Beurre,Aliment,SORTIE,CONSOMMATION,3.13,kg,3590,3590,7,Laiterie Régionale,2024-10-25,8.560000000000024,6.2
2024-10-07,7,Beurre,Aliment,ENTREE,,35.0,kg,3621,3621,7,Laiterie Régionale,2024-10-28,43.560000000000024,5.8
2024-10-07,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,9.02,kg,3610,3610,8,Boucherie Centrale,2024-10-08,11.23,4.7
2024-10-07,9,Légumes frais,Aliment,ENTREE,,210.0,kg,3622,3622,10,Maraîcher Local,2024-10-15,210.0,3.9
2024-10-07,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,24.14,kg,3591,3591,10,Maraîcher Local,2024-10-08,0.5400000000000063,3.2
2024-10-07,10,Fruits frais,Aliment,ENTREE,,175.0,kg,3623,3623,10,Maraîcher Local,2024-10-16,175.54000000000002,2.5
2024-10-07,11,Oeufs,Aliment,SORTIE,CONSOMMATION,61.04,unité,3592,3592,11,Ferme Avicole,2024-10-24,222.90000000000046,6.9
2024-10-07,12,Riz,Aliment,SORTIE,CONSOMMATION,13.35,kg,3593,3593,14,Épicerie Grossiste,2025-05-05,180.50999999999974,7.2
2024-10-07,13,Pâtes,Aliment,SORTIE,CONSOMMATION,8.9,kg,3594,3594,14,Épicerie Grossiste,2025-06-12,134.65000000000006,5.2
2024-10-07,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,3.48,L,3595,3595,14,Épicerie Grossiste,2025-08-05,37.2899999999999,6.1
2024-10-07,15,Farine,Aliment,SORTIE,CONSOMMATION,6.72,kg,3596,3596,15,Minoterie Régionale,2025-02-02,92.23000000000002,7.1
2024-10-07,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,3.12,L,3548,3548,18,Hygiène Pro,2026-07-20,33.76999999999993,
2024-10-07,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,5.31,L,3549,3549,18,Hygiène Pro,2026-09-06,23.499999999999932,
2024-10-07,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,7.27,L,3597,3597,18,Hygiène Pro,2026-01-09,125.45,
2024-10-08,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,10.68,kg,3618,3618,1,Volailles Dupont,2024-10-10,19.32,6.5
2024-10-08,2,Poisson blanc,Aliment,SORTIE,DESTRUCTION,14.68,kg,3615,3615,2,Poissonnerie Martin,2024-10-08,0.0,4.8
2024-10-08,2,Poisson blanc,Aliment,ENTREE,,20.0,kg,3624,3624,2,Poissonnerie Martin,2024-10-09,20.0,4.1
2024-10-08,3,Pain frais,Aliment,SORTIE,CONSOMMATION,19.45,kg,3619,3619,3,Boulangerie Moderne,2024-10-09,20.55,2.4
2024-10-08,4,Lait entier,Aliment,SORTIE,CONSOMMATION,5.309999999999995,L,3608,3608,7,Laiterie Régionale,2024-10-10,105.0,5.0
2024-10-08,4,Lait entier,Aliment,SORTIE,CONSOMMATION,25.920000000000005,L,3617,3617,7,Laiterie Régionale,2024-10-11,79.08,2.3
2024-10-08,5,Yaourt nature,Aliment,SORTIE,DESTRUCTION,3.5800000000000036,kg,3589,3589,7,Laiterie Régionale,2024-10-08,84.0,5.5
2024-10-08,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,11.96,kg,3620,3620,7,Laiterie Régionale,2024-10-20,72.03999999999999,4.2
2024-10-08,6,Fromage frais,Aliment,SORTIE,DESTRUCTION,13.010000000000002,kg,3609,3609,6,Fromagerie du Mont,2024-10-08,0.0,7.9
2024-10-08,7,Beurre,Aliment,SORTIE,CONSOMMATION,3.09,kg,3590,3590,7,Laiterie Régionale,2024-10-25,40.47000000000003,6.6
2024-10-08,8,Viande de boeuf,Aliment,SORTIE,DESTRUCTION,11.23,kg,3610,3610,8,Boucherie Centrale,2024-10-08,0.0,5.8
2024-10-08,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,25.72,kg,3622,3622,10,Maraîcher Local,2024-10-15,184.28,3.0
2024-10-08,10,Fruits frais,Aliment,SORTIE,DESTRUCTION,0.5400000000000063,kg,3591,3591,10,Maraîcher Local,2024-10-08,175.0,7.0
2024-10-08,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,22.21,kg,3623,3623,10,Maraîcher Local,2024-10-16,152.79,3.3
2024-10-08,11,Oeufs,Aliment,SORTIE,CONSOMMATION,66.51,unité,3592,3592,11,Ferme Avicole,2024-10-24,156.39000000000044,3.6
2024-10-08,12,Riz,Aliment,SORTIE,CONSOMMATION,13.93,kg,3593,3593,14,Épicerie Grossiste,2025-05-05,166.57999999999973,5.1
2024-10-08,13,Pâtes,Aliment,SORTIE,CONSOMMATION,9.13,kg,3594,3594,14,Épicerie Grossiste,2025-06-12,125.52000000000007,4.5
2024-10-08,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,3.37,L,3595,3595,14,Épicerie Grossiste,2025-08-05,33.9199999999999,5.2
2024-10-08,15,Farine,Aliment,SORTIE,CONSOMMATION,5.16,kg,3596,3596,15,Minoterie Régionale,2025-02-02,87.07000000000002,7.2
2024-10-08,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,3.15,L,3548,3548,18,Hygiène Pro,2026-07-20,30.619999999999933,
2024-10-08,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,5.07,L,3549,3549,18,Hygiène Pro,2026-09-06,18.429999999999932,
2024-10-08,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,5.98,L,3597,3597,18,Hygiène Pro,2026-01-09,119.47,
2024-10-09,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,10.45,kg,3618,3618,1,Volailles Dupont,2024-10-10,8.870000000000001,7.8
2024-10-09,1,Poulet frais,Aliment,ENTREE,,21.13,kg,3625,3625,1,Volailles Dupont,2024-10-12,30.0,4.4
2024-10-09,2,Poisson blanc,Aliment,SORTIE,DESTRUCTION,20.0,kg,3624,3624,2,Poissonnerie Martin,2024-10-09,0.0,2.9
2024-10-09,2,Poisson blanc,Aliment,ENTREE,,20.0,kg,3626,3626,2,Poissonnerie Martin,2024-10-11,20.0,6.1
2024-10-09,3,Pain frais,Aliment,SORTIE,DESTRUCTION,20.55,kg,3619,3619,3,Boulangerie Moderne,2024-10-09,0.0,3.1
2024-10-09,3,Pain frais,Aliment,ENTREE,,40.0,kg,3627,3627,3,Boulangerie Moderne,2024-10-10,40.0,5.8
2024-10-09,4,Lait entier,Aliment,SORTIE,CONSOMMATION,32.02,L,3617,3617,7,Laiterie Régionale,2024-10-11,47.059999999999995,4.0
2024-10-09,4,Lait entier,Aliment,ENTREE,,105.0,L,3628,3628,7,Laiterie Régionale,2024-10-14,152.06,5.3
2024-10-09,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,9.47,kg,3620,3620,7,Laiterie Régionale,2024-10-20,62.56999999999999,6.8
2024-10-09,6,Fromage frais,Aliment,ENTREE,,30.0,kg,3629,3629,6,Fromagerie du Mont,2024-10-14,30.0,2.9
2024-10-09,7,Beurre,Aliment,SORTIE,CONSOMMATION,4.66,kg,3590,3590,7,Laiterie Régionale,2024-10-25,35.810000000000024,5.4
2024-10-09,8,Viande de boeuf,Aliment,ENTREE,,40.0,kg,3630,3630,8,Boucherie Centrale,2024-10-14,40.0,5.1
2024-10-09,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,21.72,kg,3622,3622,10,Maraîcher Local,2024-10-15,162.56,4.3
2024-10-09,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,19.86,kg,3623,3623,10,Maraîcher Local,2024-10-16,132.93,5.9
2024-10-09,11,Oeufs,Aliment,SORTIE,CONSOMMATION,72.02,unité,3592,3592,11,Ferme Avicole,2024-10-24,84.37000000000045,6.6
2024-10-09,12,Riz,Aliment,SORTIE,CONSOMMATION,13.87,kg,3593,3593,14,Épicerie Grossiste,2025-05-05,152.70999999999972,5.1
2024-10-09,13,Pâtes,Aliment,SORTIE,CONSOMMATION,11.14,kg,3594,3594,14,Épicerie Grossiste,2025-06-12,114.38000000000007,2.8
2024-10-09,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,3.46,L,3595,3595,14,Épicerie Grossiste,2025-08-05,30.4599999999999,6.9
2024-10-09,15,Farine,Aliment,SORTIE,CONSOMMATION,5.58,kg,3596,3596,15,Minoterie Régionale,2025-02-02,81.49000000000002,5.9
2024-10-09,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,3.18,L,3548,3548,18,Hygiène Pro,2026-07-20,27.439999999999934,
2024-10-09,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,5.22,L,3549,3549,18,Hygiène Pro,2026-09-06,13.209999999999933,
